record_id,indicator_id,source_id,footnotes_id,members_id,value
r0664,5578,4237,,"238,29163",0.85
r0665,5578,4237,,"238,29164",0.77
r0666,5578,4237,,"238,29165",0.86
r0667,5578,4237,,"238,29166",0.88
r0668,5578,4237,,"238,29167",0.92
r0669,5578,4237,,"238,29168",0.92
r0670,5578,4237,,"238,29169",0.93
r0671,5578,4237,,"238,29170",0.97
r0672,5578,4237,,"238,29171",0.98
r0673,5578,4237,,"238,29172",0.99
r0674,5578,4237,,"238,29173",0.98
r0675,5578,4237,,"238,29174",0.95
r0676,5578,4237,,"238,29175",0.95
r0677,5578,4237,,"238,29176",0.94
r0678,5578,4237,,"238,29177",0.97
r0679,5578,4237,,"238,29178",0.96
r0680,5578,4237,,"238,29179",0.95
r0681,5578,4237,,"238,29180",1
r0682,5578,4237,,"238,29181",1.02
r0683,5578,4237,,"238,29182",0.99
r0684,5578,4237,,"238,29183",1
r0685,5578,4237,,"238,29184",1.03
r0686,5578,4237,,"238,29185",1.05
r0687,5578,4237,,"238,29186",1.06
r0688,5578,4237,,"238,29187",1.05
r0689,5578,4237,,"238,29188",1.05
r0690,5578,4237,,"238,29189",1.03
r0691,5578,4237,,"238,29190",1
r0692,5578,4237,,"238,29191",0.99
r0693,5578,4237,,"238,29192",0.98
r0694,5578,4237,,"246,29160",3.8
r0695,5578,4237,,"246,29161",3.76
r0696,5578,4237,,"246,29162",4.06
r0697,5578,4237,,"246,29163",4.1
r0698,5578,4237,,"246,29164",4.08
r0699,5578,4237,,"246,29165",4.17
r0700,5578,4237,,"246,29166",4.26
r0701,5578,4237,,"246,29167",4.28
r0702,5578,4237,,"246,29168",4.45
r0703,5578,4237,,"246,29169",4.52
r0704,5578,4237,,"246,29170",4.54
r0705,5578,4237,,"246,29171",4.52
r0706,5578,4237,,"246,29172",4.56
r0707,5578,4237,,"246,29173",4.68
r0708,5578,4237,,"246,29174",4.62
r0709,5578,4237,,"246,29175",4.58
r0710,5578,4237,,"246,29176",5.01
r0711,5578,4237,,"246,29177",4.96
r0712,5578,4237,,"246,29178",4.05
r0713,5578,4237,,"246,29179",3.4
r0714,5578,4237,,"246,29180",3.24
r0715,5578,4237,,"246,29181",3.25
r0716,5578,4237,,"246,29182",3.05
r0717,5578,4237,,"246,29183",3.2
r0718,5578,4237,,"246,29184",3.12
r0719,5578,4237,,"246,29185",3.07
r0720,5578,4237,,"246,29186",3.24
r0721,5578,4237,,"246,29187",3.13
r0722,5578,4237,,"246,29188",3.63
r0723,5578,4237,,"246,29189",3.56
r0724,5578,4237,,"246,29190",2.64
r0725,5578,4237,,"246,29191",2.85
r0726,5578,4237,,"246,29192",3.22
r0727,5578,4237,,"237,29160",3.22
r0728,5578,4237,,"237,29161",3.33
r0729,5578,4237,,"237,29162",3.31
r0730,5578,4237,,"237,29163",3.51
r0731,5578,4237,,"237,29164",3.9
r0732,5578,4237,,"237,29165",4.37
r0733,5578,4237,,"237,29166",4.41
r0734,5578,4237,,"237,29167",4.67
r0735,5578,4237,,"237,29168",4.57
r0736,5578,4237,,"237,29169",4.71
r0737,5578,4237,,"237,29170",4.26
r0738,5578,4237,,"237,29171",4.33
r0739,5578,4237,,"237,29172",4.19
r0740,5578,4237,,"237,29173",4.47
r0741,5578,4237,,"237,29174",4.48
r0742,5578,4237,,"237,29175",4.02
r0743,5578,4237,,"237,29176",3.79
r0744,5578,4237,,"237,29177",4.22
r0745,5578,4237,,"237,29178",4.43
r0746,5578,4237,,"237,29179",4.47
r0747,5578,4237,,"237,29180",4.79
r0748,5578,4237,,"237,29181",4.94
r0749,5578,4237,,"237,29182",5.27
r0750,5578,4237,,"237,29183",5.45
r0751,5578,4237,,"237,29184",5.73
r0752,5578,4237,,"237,29185",5.82
r0753,5578,4237,,"237,29186",5.65
r0754,5578,4237,,"237,29187",5.83
r0755,5578,4237,,"237,29188",5.81
r0756,5578,4237,,"237,29189",6.1
r0757,5578,4237,,"237,29190",7.22
r0758,5578,4237,,"237,29191",7.02
r0759,5578,4237,,"237,29192",8.14
r0760,5578,4237,,"263,29160",6.83
r0761,5578,4237,,"263,29161",7.65
r0762,5578,4237,,"263,29162",7.85
r0763,5578,4237,,"263,29163",7.7
r0764,5578,4237,,"263,29164",7.73
r0765,5578,4237,,"263,29165",7.72
r0766,5578,4237,,"263,29166",7.65
r0767,5578,4237,,"263,29167",7.44
r0768,5578,4237,,"263,29168",7.28
r0769,5578,4237,,"263,29169",7.2
r0770,5578,4237,,"263,29170",5.65
r0771,5578,4237,,"263,29171",5.69
r0772,5578,4237,,"263,29172",4.42
r0773,5578,4237,,"263,29173",4.74
r0774,5578,4237,,"263,29174",5.01
r0775,5578,4237,,"263,29175",5.39
r0776,5578,4237,,"263,29176",5.21
r0777,5578,4237,,"263,29177",4.98
r0778,5578,4237,,"263,29178",5.26
r0779,5578,4237,,"263,29179",5.41
r0780,5578,4237,,"263,29180",6
r0781,5578,4237,,"263,29181",6.38
r0782,5578,4237,,"263,29182",7.14
r0783,5578,4237,,"263,29183",6.83
r0784,5578,4237,,"263,29184",7.45
r0785,5578,4237,,"263,29185",7.51
r0786,5578,4237,,"263,29186",7.93
r0787,5578,4237,,"263,29187",6.99
r0788,5578,4237,,"263,29188",6.33
r0789,5578,4237,,"263,29189",7.21
r0790,5578,4237,,"263,29190",7.08
r0791,5578,4237,,"263,29191",7.17
r0792,5578,4237,,"263,29192",7.36
r0793,5578,4237,,"219,29160",12.38
r0794,5578,4237,,"219,29161",12.52
r0795,5578,4237,,"219,29162",12.27
r0796,5578,4237,,"219,29163",12.15
r0797,5578,4237,,"219,29164",12.57
r0798,5578,4237,,"219,29165",12.71
r0799,5578,4237,,"219,29166",12.93
r0800,5578,4237,,"219,29167",13.41
r0801,5578,4237,,"219,29168",13.69
r0802,5578,4237,,"219,29169",14.02
r0803,5578,4237,,"219,29170",14.13
r0804,5578,4237,,"219,29171",14.07
r0805,5578,4237,,"219,29172",13.88
r0806,5578,4237,,"219,29173",13.96
r0807,5578,4237,,"219,29174",14.05
r0808,5578,4237,,"219,29175",14.1
r0809,5578,4237,,"219,29176",14.19
r0810,5578,4237,,"219,29177",14.18
r0811,5578,4237,,"219,29178",15.13
r0812,5578,4237,,"219,29179",14.93
r0813,5578,4237,,"219,29180",14.44
r0814,5578,4237,,"219,29181",14.63
r0815,5578,4237,,"219,29182",14.41
r0816,5578,4237,,"219,29183",14.37
r0817,5578,4237,,"219,29184",13.75
r0818,5578,4237,,"219,29185",13.64
r0819,5578,4237,,"219,29186",13.85
r0820,5578,4237,,"219,29187",13.88
r0821,5578,4237,,"219,29188",14.25
r0822,5578,4237,,"219,29189",14.13
r0823,5578,4237,,"219,29190",13.54
r0824,5578,4237,,"219,29191",13.33
r0825,5578,4237,,"219,29192",13.56
r0826,5578,4237,,"218,29160",7.94
r0827,5578,4237,,"218,29161",8.06
r0828,5578,4237,,"218,29162",7.46
r0829,5578,4237,,"218,29163",6.89
r0830,5578,4237,,"218,29164",6.85
r0831,5578,4237,,"218,29165",7.02
r0832,5578,4237,,"218,29166",6.84
r0833,5578,4237,,"218,29167",6.1
r0834,5578,4237,,"218,29168",7.28
r0835,5578,4237,,"218,29169",7.33
r0836,5578,4237,,"218,29170",7.19
r0837,5578,4237,,"218,29171",6.88
r0838,5578,4237,,"218,29172",6.92
r0839,5578,4237,,"218,29173",6.98
r0840,5578,4237,,"218,29174",6.93
r0841,5578,4237,,"218,29175",6.42
r0842,5578,4237,,"218,29176",6.21
r0843,5578,4237,,"218,29177",6.22
r0844,5578,4237,,"218,29178",6.33
r0845,5578,4237,,"218,29179",6.93
r0846,5578,4237,,"218,29180",7.07
r0847,5578,4237,,"218,29181",6.67
r0848,5578,4237,,"218,29182",6.44
r0849,5578,4237,,"218,29183",6.29
r0850,5578,4237,,"218,29184",6.4
r0851,5578,4237,,"218,29185",6.79
r0852,5578,4237,,"218,29186",6.79
r0853,5578,4237,,"218,29187",7.39
r0854,5578,4237,,"218,29188",7.24
r0855,5578,4237,,"218,29189",7.42
r0856,5578,4237,,"218,29190",6.17
r0857,5578,4237,,"218,29191",7.35
r0858,5578,4237,,"218,29192",7.64
r0859,5578,4237,,"234,29160",18.45
r0860,5578,4237,,"234,29161",18.48
r0861,5578,4237,,"234,29162",18.49
r0862,5578,4237,,"234,29163",18.5
r0863,5578,4237,,"234,29164",18.58
r0864,5578,4237,,"234,29165",18.67
r0865,5578,4237,,"234,29166",18.9
r0866,5578,4237,,"234,29167",19.01
r0867,5578,4237,,"234,29168",19.15
r0868,5578,4237,,"234,29169",19.23
r0869,5578,4237,,"234,29170",19.17
r0870,5578,4237,,"234,29171",19.26
r0871,5578,4237,,"234,29172",19.34
r0872,5578,4237,,"234,29173",19.46
r0873,5578,4237,,"234,29174",19.42
r0874,5578,4237,,"234,29175",19.55
r0875,5578,4237,,"234,29176",19.65
r0876,5578,4237,,"234,29177",19.81
r0877,5578,4237,,"234,29178",19.93
r0878,5578,4237,,"234,29179",19.97
r0879,5578,4237,,"234,29180",20.05
r0880,5578,4237,,"234,29181",19.97
r0881,5578,4237,,"234,29182",20.11
r0882,5578,4237,,"234,29183",20.42
r0883,5578,4237,,"234,29184",19.91
r0884,5578,4237,,"234,29185",20.1
r0885,5578,4237,,"234,29186",20.22
r0886,5578,4237,,"234,29187",20.43
r0887,5578,4237,,"234,29188",20.52
r0888,5578,4237,,"234,29189",20.78
r0889,5578,4237,,"234,29190",20.4
r0890,5578,4237,,"234,29191",20.61
r0891,5578,4237,,"234,29192",20.78
r0892,5578,4237,,"214,29160",6.26
r0893,5578,4237,,"214,29161",6.44
r0894,5578,4237,,"214,29162",6.48
r0895,5578,4237,,"214,29163",6.66
r0896,5578,4237,,"214,29164",6.82
r0897,5578,4237,,"214,29165",6.86
r0898,5578,4237,,"214,29166",7.21
r0899,5578,4237,,"214,29167",7.63
r0900,5578,4237,,"214,29168",7.9
r0901,5578,4237,,"214,29169",8.32
r0902,5578,4237,,"214,29170",8.59
r0903,5578,4237,,"214,29171",8.93
r0904,5578,4237,,"214,29172",9.37
r0905,5578,4237,,"214,29173",9.86
r0906,5578,4237,,"214,29174",10.27
r0907,5578,4237,,"214,29175",10.78
r0908,5578,4237,,"214,29176",11.57
r0909,5578,4237,,"214,29177",12.08
r0910,5578,4237,,"214,29178",12.4
r0911,5578,4237,,"214,29179",12.85
r0912,5578,4237,,"214,29180",12.79
r0913,5578,4237,,"214,29181",12.7
r0914,5578,4237,,"214,29182",12.83
r0915,5578,4237,,"214,29183",12.86
r0916,5578,4237,,"214,29184",13.01
r0917,5578,4237,,"214,29185",13.15
r0918,5578,4237,,"214,29186",13.55
r0919,5578,4237,,"214,29187",13.84
r0920,5578,4237,,"214,29188",14.21
r0921,5578,4237,,"214,29189",14.65
r0922,5578,4237,,"214,29190",14.64
r0923,5578,4237,,"214,29191",15.36
r0924,5578,4237,,"214,29192",16.2
r0925,5578,4237,,"220,29160",35.6
r0926,5578,4237,,"220,29161",36.03
r0927,5578,4237,,"220,29162",35.75
r0928,5578,4237,,"220,29163",35.68
r0929,5578,4237,,"220,29164",35.52
r0930,5578,4237,,"220,29165",29.28
r0931,5578,4237,,"220,29166",22.99
r0932,5578,4237,,"220,29167",17.79
r0933,5578,4237,,"220,29168",12.43
r0934,5578,4237,,"220,29169",7.4
r0935,5578,4237,,"220,29170",2.93
r0936,5578,4237,,"220,29171",3.18
r0937,5578,4237,,"220,29172",3.3
r0938,5578,4237,,"220,29173",3.53
r0939,5578,4237,,"220,29174",2.81
r0940,5578,4237,,"220,29175",2.94
r0941,5578,4237,,"220,29176",3.13
r0942,5578,4237,,"220,29177",3.38
r0943,5578,4237,,"220,29178",3.32
r0944,5578,4237,,"220,29179",3.76
r0945,5578,4237,,"220,29180",3.79
r0946,5578,4237,,"220,29181",3.97
r0947,5578,4237,,"220,29182",3.5
r0948,5578,4237,,"220,29183",3.69
r0949,5578,4237,,"220,29184",3.58
r0950,5578,4237,,"220,29185",4.06
r0951,5578,4237,,"220,29186",3.96
r0952,5578,4237,,"220,29187",3.84
r0953,5578,4237,,"220,29188",3.82
r0954,5578,4237,,"220,29189",4.13
r0955,5578,4237,,"220,29190",3.8
r0956,5578,4237,,"220,29191",3.84
r0957,5578,4237,,"220,29192",3.73
r0958,5578,4237,,"262,29160",6.59
r0959,5578,4237,,"262,29161",6.69
r0960,5578,4237,,"262,29162",6.86
r0961,5578,4237,,"262,29163",6.98
r0962,5578,4237,,"262,29164",7.13
r0963,5578,4237,,"262,29165",6.53
r0964,5578,4237,,"262,29166",6.02
r0965,5578,4237,,"262,29167",5.39
r0966,5578,4237,,"262,29168",5.01
r0967,5578,4237,,"262,29169",4.5
r0968,5578,4237,,"262,29170",3.91
r0969,5578,4237,,"262,29171",3.98
r0970,5578,4237,,"262,29172",3.9
r0971,5578,4237,,"262,29173",4.04
r0972,5578,4237,,"262,29174",4.16
r0973,5578,4237,,"262,29175",4.12
r0974,5578,4237,,"262,29176",4.23
r0975,5578,4237,,"262,29177",4.29
r0976,5578,4237,,"262,29178",4.31
r0977,5578,4237,,"262,29179",4.31
r0978,5578,4237,,"262,29180",4.68
r0979,5578,4237,,"262,29181",4.65
r0980,5578,4237,,"262,29182",4.7
r0981,5578,4237,,"262,29183",4.71
r0982,5578,4237,,"262,29184",4.73
r0983,5578,4237,,"262,29185",4.72
r0984,5578,4237,,"262,29186",4.75
r0985,5578,4237,,"262,29187",4.91
r0986,5578,4237,,"262,29188",4.91
r0987,5578,4237,,"262,29189",4.86
r0988,5578,4237,,"262,29190",4.75
r0989,5578,4237,,"262,29191",4.95
r0990,5578,4237,,"262,29192",5.11
r0991,5578,4237,,"257,29160",4.65
r0992,5578,4237,,"257,29161",4.72
r0993,5578,4237,,"257,29162",4.73
r0994,5578,4237,,"257,29163",4.78
r0995,5578,4237,,"257,29164",5.05
r0996,5578,4237,,"257,29165",5.06
r0997,5578,4237,,"257,29166",5.19
r0998,5578,4237,,"257,29167",5.33
r0999,5578,4237,,"257,29168",5.57
r1000,5578,4237,,"257,29169",5.7
r1001,5578,4237,,"257,29170",5.96
r1002,5578,4237,,"257,29171",6.09
r1003,5578,4237,,"257,29172",6.26
r1004,5578,4237,,"257,29173",6.27
r1005,5578,4237,,"257,29174",6.66
r1006,5578,4237,,"257,29175",6.35
r1007,5578,4237,,"257,29176",6.5
r1008,5578,4237,,"257,29177",6.85
r1009,5578,4237,,"257,29178",6.83
r1010,5578,4237,,"257,29179",7
r1011,5578,4237,,"257,29180",7.04
r1012,5578,4237,,"257,29181",7.2
r1013,5578,4237,,"257,29182",6.85
r1014,5578,4237,,"257,29183",6.82
r1015,5578,4237,,"257,29184",6.85
r1016,5578,4237,,"257,29185",7.07
r1017,5578,4237,,"257,29186",7.24
r1018,5578,4237,,"257,29187",7.25
r1019,5578,4237,,"257,29188",7.35
r1020,5578,4237,,"257,29189",7.43
r1021,5578,4237,,"257,29190",7.16
r1022,5578,4237,,"257,29191",7.26
r1023,5578,4237,,"257,29192",7.68
r1024,5578,4237,,"260,29160",1.42
r1025,5578,4237,,"260,29161",1.48
r1026,5578,4237,,"260,29162",1.49
r1027,5578,4237,,"260,29163",1.7
r1028,5578,4237,,"260,29164",1.83
r1029,5578,4237,,"260,29165",1.92
r1030,5578,4237,,"260,29166",1.95
r1031,5578,4237,,"260,29167",2.01
r1032,5578,4237,,"260,29168",2.29
r1033,5578,4237,,"260,29169",2.3
r1034,5578,4237,,"260,29170",2.14
r1035,5578,4237,,"260,29171",2.43
r1036,5578,4237,,"260,29172",2.45
r1037,5578,4237,,"260,29173",2.55
r1038,5578,4237,,"260,29174",2.74
r1039,5578,4237,,"260,29175",2.77
r1040,5578,4237,,"260,29176",2.76
r1041,5578,4237,,"260,29177",2.95
r1042,5578,4237,,"260,29178",2.82
r1043,5578,4237,,"260,29179",3.37
r1044,5578,4237,,"260,29180",2.88
r1045,5578,4237,,"260,29181",2.82
r1046,5578,4237,,"260,29182",2.98
r1047,5578,4237,,"260,29183",2.85
r1048,5578,4237,,"260,29184",3.24
r1049,5578,4237,,"260,29185",3.06
r1050,5578,4237,,"260,29186",3.16
r1051,5578,4237,,"260,29187",2.9
r1052,5578,4237,,"260,29188",3.18
r1053,5578,4237,,"260,29189",3
r1054,5578,4237,,"260,29190",3.19
r1055,5578,4237,,"260,29191",3.19
r1056,5578,4237,,"260,29192",3.33
r1057,5578,4237,,"228,29160",2.72
r1058,5578,4237,,"228,29161",2.75
r1059,5578,4237,,"228,29162",2.72
r1060,5578,4237,,"228,29163",2.78
r1061,5578,4237,,"228,29164",2.88
r1062,5578,4237,,"228,29165",2.84
r1063,5578,4237,,"228,29166",2.51
r1064,5578,4237,,"228,29167",2.69
r1065,5578,4237,,"228,29168",2.59
r1066,5578,4237,,"228,29169",2.6
r1067,5578,4237,,"228,29170",2.82
r1068,5578,4237,,"228,29171",3.03
r1069,5578,4237,,"228,29172",2.46
r1070,5578,4237,,"228,29173",2.69
r1071,5578,4237,,"228,29174",3.01
r1072,5578,4237,,"228,29175",3.23
r1073,5578,4237,,"228,29176",3.19
r1074,5578,4237,,"228,29177",3.55
r1075,5578,4237,,"228,29178",3.45
r1076,5578,4237,,"228,29179",3.69
r1077,5578,4237,,"228,29180",3.43
r1078,5578,4237,,"228,29181",3.15
r1079,5578,4237,,"228,29182",3.36
r1080,5578,4237,,"228,29183",3.26
r1081,5578,4237,,"228,29184",3.35
r1082,5578,4237,,"228,29185",3.51
r1083,5578,4237,,"228,29186",3.46
r1084,5578,4237,,"228,29187",3.27
r1085,5578,4237,,"228,29188",3.43
r1086,5578,4237,,"228,29189",3.59
r1087,5578,4237,,"228,29190",3.38
r1088,5578,4237,,"228,29191",3.43
r1089,5578,4237,,"228,29192",3.57
r1090,5578,4237,,"212,29160",4.85
r1091,5578,4237,,"212,29161",4.89
r1092,5578,4237,,"212,29162",4.87
r1093,5578,4237,,"212,29163",4.88
r1094,5578,4237,,"212,29164",4.94
r1095,5578,4237,,"212,29165",4.98
r1096,5578,4237,,"212,29166",5.08
r1097,5578,4237,,"212,29167",5.21
r1098,5578,4237,,"212,29168",5.25
r1099,5578,4237,,"212,29169",5.14
r1100,5578,4237,,"212,29170",5.18
r1101,5578,4237,,"212,29171",5.19
r1102,5578,4237,,"212,29172",5.16
r1103,5578,4237,,"212,29173",5.19
r1104,5578,4237,,"212,29174",5.35
r1105,5578,4237,,"212,29175",5.43
r1106,5578,4237,,"212,29176",5.45
r1107,5578,4237,,"212,29177",5.51
r1108,5578,4237,,"212,29178",5.54
r1109,5578,4237,,"212,29179",5.38
r1110,5578,4237,,"212,29180",5.57
r1111,5578,4237,,"212,29181",5.63
r1112,5578,4237,,"212,29182",5.72
r1113,5578,4237,,"212,29183",5.74
r1114,5578,4237,,"212,29184",5.73
r1115,5578,4237,,"212,29185",5.66
r1116,5578,4237,,"212,29186",5.54
r1117,5578,4237,,"212,29187",5.44
r1118,5578,4237,,"212,29188",5.24
r1119,5578,4237,,"212,29189",5.18
r1120,5578,4237,,"212,29190",4.82
r1121,5578,4237,,"212,29191",5.03
r1122,5578,4237,,"212,29192",5.08
r1123,5578,4237,,"47707,29160",5.85
r1124,5578,4237,,"47707,29161",5.79
r1125,5578,4237,,"47707,29162",5.68
r1126,5578,4237,,"47707,29163",5.61
r1127,5578,4237,,"47707,29164",5.58
r1128,5578,4237,,"47707,29165",5.63
r1129,5578,4237,,"47707,29166",5.65
r1130,5578,4237,,"47707,29167",5.64
r1131,5578,4237,,"47707,29168",5.59
r1132,5578,4237,,"47707,29169",5.55
r1133,5578,4237,,"47707,29170",5.61
r1134,5578,4237,,"47707,29171",5.59
r1135,5578,4237,,"47707,29172",5.59
r1136,5578,4237,,"47707,29173",5.72
r1137,5578,4237,,"47707,29174",5.87
r1138,5578,4237,,"47707,29175",5.98
r1139,5578,4237,,"47707,29176",6.07
r1140,5578,4237,,"47707,29177",6.18
r1141,5578,4237,,"47707,29178",6.15
r1142,5578,4237,,"47707,29179",6
r1143,5578,4237,,"47707,29180",6.23
r1144,5578,4237,,"47707,29181",6.34
r1145,5578,4237,,"47707,29182",6.32
r1146,5578,4237,,"47707,29183",6.33
r1147,5578,4237,,"47707,29184",6.3
r1148,5578,4237,,"47707,29185",6.21
r1149,5578,4237,,"47707,29186",6.15
r1150,5578,4237,,"47707,29187",6.18
r1151,5578,4237,,"47707,29188",6.23
r1152,5578,4237,,"47707,29189",6.18
r1153,5578,4237,,"47707,29190",5.88
r1154,5578,4237,,"47707,29191",6.1
r1155,5578,4237,,"47707,29192",6.11
